SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount,Discount,Tax,PaymentMethod,ShippingAddress,ShippingDate,DeliveryStatus
547,2021-06-23,314,23,4,126.67,9486.96,0.13,0.04,Credit Card,"0398 Hannah Common
Amandahaven, TN 55699",2021-04-11,Shipped
548,2021-12-27,120,21,7,379.53,1723.49,0.14,0.08,Online Payment,"PSC 5580, Box 6822
APO AE 44507",2020-11-08,Shipped
549,2021-07-07,272,177,8,50.73,7596.43,0.18,0.12,Cash,"9027 Odonnell Ville Apt. 034
Brownview, NE 63051",2022-10-03,Shipped
550,2021-06-17,124,30,16,270.75,7178.47,0.13,0.18,Debit Card,"8743 Knapp Corner
Jenniferton, ME 98837",2023-08-24,Cancelled
551,2023-03-24,207,149,13,426.24,715.49,0.21,0.08,Debit Card,"417 Joseph Summit
Amandafort, NJ 69968",2021-04-07,Pending
552,2023-06-23,42,175,6,33.66,1714.33,0.03,0.14,Online Payment,"7652 Michael Run Apt. 415
Andrewfort, AZ 34117",2020-07-01,Shipped
553,2023-08-19,639,129,4,77.87,7914.56,0.3,0.05,Debit Card,"5404 Brewer Lane
Darrellport, UT 98698",2020-04-24,Delivered
554,2020-11-18,792,161,20,149.59,3658.45,0.3,0.18,Credit Card,"48584 Michael Centers Suite 051
South Christopherberg, NC 12052",2023-03-10,Delivered
555,2020-10-03,234,48,8,170.07,3440.4,0.2,0.19,Credit Card,"234 Andrew Drive
North Sylvia, DE 50287",2020-05-12,Shipped
556,2022-12-10,735,67,8,393.41,5162.83,0.11,0.16,Online Payment,"886 Pierce Manors Suite 042
East Amanda, VT 27789",2023-12-25,Pending
557,2020-04-16,396,96,12,250.01,4375.77,0.02,0.13,Credit Card,"66253 Mack Field Suite 952
Port Samantha, MA 25617",2020-07-09,Shipped
558,2020-01-09,669,126,16,407.84,6055.35,0.03,0.13,Online Payment,"62719 Heather Curve Suite 092
North Michael, DC 24525",2020-05-10,Cancelled
559,2020-11-03,626,199,4,137.89,7074.07,0.02,0.06,Credit Card,"353 Martin Prairie Suite 188
Cantuport, TN 68174",2023-07-18,Delivered
560,2022-10-29,846,144,2,180.1,1332.33,0.0,0.09,Cash,"55449 Thomas Loop Suite 273
Stephaniechester, ID 85991",2023-02-19,Pending
561,2020-09-22,74,106,3,313.94,5611.78,0.07,0.03,Debit Card,"48079 Hansen Island Apt. 974
West Lance, TX 86512",2020-06-03,Shipped
562,2022-05-05,399,6,6,11.61,7345.58,0.28,0.17,Cash,"5831 William Roads Suite 783
Michellefurt, IN 41623",2022-02-04,Shipped
563,2020-04-12,627,31,9,246.04,992.81,0.28,0.06,Online Payment,"0822 Jessica Inlet Apt. 891
South Joel, NM 74649",2021-11-30,Shipped
564,2021-05-31,14,92,7,97.87,6937.24,0.24,0.11,Credit Card,"323 Justin Pass Suite 042
South Oscarchester, WI 94128",2022-05-04,Shipped
565,2020-11-09,363,98,14,28.92,119.3,0.07,0.18,Online Payment,"02253 Chad Unions
Smithside, OH 12060",2020-03-22,Pending
566,2020-03-04,509,82,10,392.07,2132.81,0.08,0.04,Online Payment,"77722 Malone Knolls Suite 057
South Erin, NY 17475",2021-08-16,Pending
567,2021-08-28,99,8,18,269.0,5847.98,0.0,0.07,Debit Card,"2591 Daryl Shore
Danielleshire, IA 72190",2023-03-17,Shipped
568,2022-10-08,60,52,15,469.7,7686.64,0.07,0.17,Cash,"1817 Wilson Key Suite 733
East Thomasville, WY 80312",2021-08-18,Shipped
569,2023-08-07,76,135,14,12.1,1514.26,0.17,0.02,Debit Card,"05739 Mora Land
New Melissaville, MT 92234",2020-05-05,Delivered
570,2020-12-21,174,125,17,281.08,5431.41,0.02,0.18,Cash,"72789 Sosa Green Suite 128
Bensonview, TN 67272",2020-09-06,Shipped
571,2021-02-04,123,36,15,190.33,7212.64,0.26,0.14,Online Payment,"8601 Baker Isle
Lake Gregory, AK 04299",2021-11-20,Cancelled
572,2022-02-26,661,161,8,333.91,9159.66,0.15,0.05,Debit Card,"0367 Michael Drive Suite 309
Lake Jillfurt, FL 44886",2020-12-08,Shipped
573,2020-02-15,471,67,1,75.01,8298.98,0.25,0.07,Credit Card,"8633 Murphy Junctions
North Debrastad, MO 73044",2022-06-23,Shipped
574,2020-04-30,173,86,11,338.42,6854.67,0.17,0.0,Debit Card,"85353 Brian Gateway Suite 735
Lake Arthurtown, GA 35144",2022-05-27,Delivered
575,2021-04-08,651,1,13,60.91,509.66,0.13,0.15,Online Payment,"566 Thomas Curve Apt. 925
North Cathy, RI 04397",2022-06-17,Shipped
576,2022-04-25,808,75,15,19.38,3134.36,0.02,0.0,Online Payment,"65014 Russell Bridge
Josephberg, NH 10624",2021-01-27,Cancelled
577,2023-04-13,722,129,19,207.67,1748.18,0.01,0.1,Cash,"Unit 1705 Box 2648
DPO AE 00834",2023-12-27,Delivered
578,2021-12-17,303,101,13,170.6,7068.75,0.2,0.11,Online Payment,"463 Angela Stream
Lake Cindyport, NV 32519",2021-01-19,Delivered
579,2022-11-08,586,114,8,131.12,4712.86,0.19,0.16,Debit Card,"12605 Garcia Freeway Apt. 425
Lisamouth, IL 75716",2023-07-03,Delivered
580,2022-06-30,756,29,9,408.33,1084.23,0.18,0.09,Cash,"630 Luke Plain Apt. 904
Brownhaven, MO 94140",2020-03-02,Shipped
581,2023-02-09,2,148,13,37.27,3747.45,0.06,0.02,Debit Card,"1162 Little River
Davidburgh, DC 20089",2023-11-25,Delivered
582,2023-03-15,140,31,3,82.61,6366.05,0.16,0.07,Online Payment,"94899 Mcdaniel Plaza Apt. 518
Johnsonstad, NY 29787",2022-04-23,Shipped
583,2023-04-26,93,122,18,159.65,2622.16,0.04,0.09,Online Payment,"000 Yates Freeway
Port Carrie, IA 97575",2020-02-13,Pending
584,2022-11-28,707,23,11,63.02,3050.11,0.23,0.2,Credit Card,"USNS Shannon
FPO AP 24768",2020-03-12,Shipped
585,2022-01-15,258,47,16,99.14,4790.25,0.11,0.19,Cash,"PSC 5710, Box 5440
APO AP 85181",2022-08-11,Shipped
586,2022-02-15,805,144,19,252.26,7216.88,0.19,0.08,Debit Card,"2406 April Viaduct Suite 903
Smithstad, CO 17808",2023-08-23,Shipped
587,2020-10-25,794,45,17,210.53,7048.97,0.16,0.03,Online Payment,"1298 Charles Plains Apt. 193
Shannonfurt, IL 59922",2020-03-26,Pending
588,2022-06-02,918,69,6,16.97,400.73,0.04,0.0,Credit Card,"903 Rachel Throughway Suite 935
New Joseph, MO 19364",2023-11-22,Pending
589,2021-05-27,984,10,14,109.11,5765.04,0.07,0.15,Credit Card,"25405 Blevins Views
Lamfort, WV 26953",2023-08-23,Cancelled
590,2022-08-25,903,178,18,36.59,985.59,0.23,0.06,Debit Card,"209 Johnson Dale
South Jennifer, IN 57203",2022-10-31,Shipped
591,2023-07-26,189,47,17,398.55,3507.78,0.26,0.14,Credit Card,"979 Todd Motorway Apt. 598
Perkinsmouth, MN 56460",2020-07-02,Delivered
592,2022-01-02,371,196,8,107.69,7675.68,0.2,0.01,Debit Card,"PSC 7712, Box 2013
APO AE 57882",2020-11-08,Shipped
593,2022-09-08,269,178,8,441.85,6424.94,0.21,0.15,Online Payment,"49841 Brenda Pines Suite 449
New Melissafort, MI 86351",2022-05-03,Cancelled
594,2023-05-28,759,92,16,312.69,5696.17,0.17,0.07,Cash,"8469 Garcia Rest
Gonzalezland, ID 84996",2020-11-06,Cancelled
595,2023-09-03,745,15,13,74.91,7640.75,0.24,0.07,Cash,"766 Amanda Throughway Suite 278
South Jonathanhaven, NH 98619",2022-08-07,Delivered
596,2021-03-18,238,88,7,490.32,4635.23,0.04,0.05,Online Payment,"69997 Nicole Shoals Suite 071
Jennifershire, AK 88183",2021-06-19,Shipped
597,2023-07-28,9,48,20,271.06,9266.74,0.15,0.18,Online Payment,"724 Watson Crest
Wilkinsfort, AZ 45654",2021-05-03,Shipped
598,2023-06-18,548,155,18,47.48,2264.34,0.08,0.15,Online Payment,"029 Colon Points
Julieberg, CO 92746",2023-05-09,Pending
599,2023-04-22,206,1,12,417.76,5433.8,0.06,0.03,Online Payment,"825 Kyle Lake Apt. 136
Melendezview, NV 27099",2022-05-22,Pending
600,2021-12-08,661,110,13,21.17,8162.16,0.07,0.13,Cash,"329 Cooper Junction Apt. 984
Williamsburgh, SD 79846",2021-12-12,Cancelled
601,2021-08-05,194,66,3,499.98,5731.1,0.07,0.17,Online Payment,"2752 John Estate
South Patrick, AL 91266",2023-01-20,Delivered
602,2023-01-21,768,86,10,129.87,6991.1,0.19,0.05,Cash,"30718 Oliver Roads
Garnerton, AR 98758",2021-07-17,Cancelled
603,2021-07-23,734,23,17,465.24,5716.89,0.01,0.08,Credit Card,"6312 Vickie Spur
Joneschester, WI 75524",2020-09-29,Shipped
604,2023-12-27,43,17,11,217.07,1254.52,0.23,0.01,Online Payment,"42365 Frances Estates
Mackfort, IA 88791",2022-01-29,Cancelled
605,2022-04-07,701,74,14,128.17,398.76,0.09,0.09,Debit Card,"846 Mccormick Hills
New Lauren, ME 11240",2020-01-18,Delivered
606,2022-06-29,103,38,19,380.62,4574.57,0.14,0.1,Debit Card,"28698 Daniel Street
Jenkinsburgh, GA 56207",2021-08-30,Delivered
607,2023-01-27,14,131,4,110.6,2000.98,0.05,0.11,Credit Card,"693 Vargas Circle Suite 415
Port Thomasberg, TX 32557",2022-10-11,Cancelled
608,2020-12-18,822,91,19,300.98,522.21,0.28,0.16,Cash,"1404 Christopher Knoll
Loriside, AR 63213",2021-02-17,Cancelled
609,2023-05-20,490,126,18,108.96,4338.19,0.18,0.17,Credit Card,"144 Horne Park
Port Cynthia, MO 57185",2022-09-14,Pending
610,2020-06-03,880,170,19,194.66,1952.23,0.13,0.11,Debit Card,"008 Romero Lock
Jasonside, NY 93761",2023-09-11,Delivered
611,2022-10-02,119,37,5,147.23,6171.54,0.1,0.14,Debit Card,"0132 Connie Prairie Apt. 273
Maxhaven, AL 15162",2020-12-03,Pending
612,2023-04-11,742,72,1,106.99,66.41,0.14,0.15,Online Payment,"6023 Brittany Meadows
Angelabury, VT 85762",2021-08-29,Delivered
613,2023-10-27,673,30,8,465.28,2978.82,0.13,0.08,Credit Card,"8519 Lindsey Meadow Apt. 425
Brownton, WI 26533",2022-10-26,Shipped
614,2020-04-21,870,38,2,320.4,3313.04,0.1,0.13,Credit Card,"Unit 1009 Box 7079
DPO AA 53448",2023-09-08,Shipped
615,2020-09-21,20,152,14,87.9,9255.27,0.14,0.13,Cash,"846 George Islands
East Amybury, AZ 13688",2020-06-19,Delivered
616,2020-04-20,285,68,11,27.48,559.78,0.21,0.05,Online Payment,"042 Michelle Corners Suite 063
Johnmouth, NH 50887",2022-10-17,Delivered
617,2021-05-09,639,51,20,221.86,4527.17,0.29,0.17,Credit Card,"227 Christina Lock
Katelynshire, MT 47251",2020-10-10,Delivered
618,2022-10-01,923,41,14,276.15,8116.86,0.27,0.08,Debit Card,"479 Ruiz Parks Apt. 979
Perkinsfort, ND 19745",2020-08-27,Shipped
619,2022-01-19,810,130,18,216.65,4462.68,0.09,0.2,Credit Card,"USNV Washington
FPO AP 59774",2021-11-28,Cancelled
620,2023-06-05,266,197,12,134.11,7746.66,0.12,0.14,Cash,"8283 Mary Shoals Apt. 658
New Renee, TN 16230",2020-12-03,Cancelled
621,2022-05-03,448,168,20,79.53,3030.07,0.15,0.11,Debit Card,"1863 Freeman Bypass Apt. 696
North Lisabury, MN 73070",2021-03-09,Cancelled
622,2020-08-05,290,114,16,143.7,5721.92,0.04,0.1,Online Payment,"34015 Jack Crossroad Suite 569
Brownstad, OK 29214",2021-05-31,Cancelled
623,2021-08-07,54,169,19,430.02,3026.58,0.09,0.15,Online Payment,"225 Foley Overpass
Shannonhaven, GA 40525",2022-08-01,Delivered
624,2021-08-23,414,131,19,255.83,3226.17,0.12,0.03,Credit Card,"767 Megan Valleys Apt. 750
Bethbury, VT 46661",2022-10-04,Cancelled
625,2023-11-20,979,116,10,102.99,7454.76,0.07,0.16,Cash,"183 Kenneth Street
Oliviaburgh, WI 56319",2022-10-04,Pending
626,2022-05-11,136,1,11,283.57,5482.81,0.07,0.1,Credit Card,"999 Arias Flat Suite 569
Hallville, CA 74470",2020-03-15,Delivered
627,2022-05-14,234,3,11,242.75,3896.38,0.19,0.11,Online Payment,"202 Jeremy Island
West Edwardtown, NC 73946",2021-05-14,Cancelled
628,2023-03-14,111,159,8,38.36,8277.49,0.26,0.15,Cash,"378 Martinez Street Suite 217
Lake Teresaberg, KS 37075",2022-12-26,Delivered
629,2023-02-24,116,124,13,410.41,2970.66,0.16,0.14,Debit Card,"092 White Light
New Gabrielbury, KY 27151",2023-07-27,Pending
630,2020-01-13,912,88,1,15.54,7977.64,0.11,0.1,Online Payment,"7336 Kayla Well
Port Christina, WA 46917",2020-09-28,Pending
631,2022-09-02,870,134,14,184.57,9982.99,0.08,0.12,Credit Card,"653 Thompson Parkways
East Michelleshire, FL 41224",2020-10-16,Pending
632,2022-08-14,573,144,15,227.64,4487.55,0.25,0.02,Cash,"535 Eric Ways
Kennethbury, OH 09933",2020-11-11,Cancelled
633,2022-04-12,765,179,10,285.38,579.62,0.12,0.05,Credit Card,"089 Terry Bypass
Brandonstad, IA 94228",2022-09-12,Delivered
634,2020-11-01,618,42,7,224.5,180.84,0.25,0.05,Online Payment,"495 Leah Circle Apt. 779
Phillipburgh, VA 41350",2022-06-12,Delivered
635,2020-07-18,932,21,12,265.52,8301.47,0.29,0.12,Cash,"8423 Christine Trace Apt. 429
West Andrew, AR 85011",2023-01-09,Pending
636,2022-05-02,897,171,1,449.39,7565.39,0.26,0.1,Credit Card,"769 Oliver Village
Candiceburgh, RI 11362",2020-10-05,Shipped
637,2021-02-17,259,80,15,422.03,7278.44,0.1,0.05,Cash,"8135 Brown Streets Suite 001
New Michael, VT 66598",2022-12-20,Pending
638,2021-07-05,221,89,7,477.41,3910.94,0.28,0.14,Online Payment,"5887 Thomas Ways
Amberfort, TN 22324",2023-08-24,Cancelled
639,2020-11-19,889,47,2,478.71,5464.89,0.04,0.03,Debit Card,"30065 Joseph Square
Port Leahport, AR 71682",2022-05-20,Shipped
640,2020-09-11,53,111,5,325.05,9394.23,0.17,0.18,Credit Card,"USNV Trujillo
FPO AE 93168",2022-03-18,Pending
641,2022-10-10,779,137,2,481.96,295.95,0.07,0.17,Debit Card,"146 Baker Meadows Suite 575
Aprilberg, VA 18938",2021-03-24,Cancelled
642,2023-07-31,344,160,5,215.64,7270.79,0.18,0.18,Debit Card,"491 Carolyn Street Apt. 714
Lake Carrie, PA 89062",2020-06-13,Shipped
643,2021-07-16,129,11,13,300.61,4742.63,0.06,0.1,Cash,"USNS Rodriguez
FPO AA 74109",2020-01-24,Delivered
644,2020-02-29,125,124,12,424.44,5030.97,0.04,0.14,Credit Card,"15014 Nathan Crescent
Watkinsfurt, IL 59776",2020-05-18,Cancelled
645,2021-02-22,634,100,8,427.97,6060.11,0.27,0.13,Debit Card,"5940 Kyle Estates
Lake Cody, MD 25355",2020-12-17,Shipped
646,2020-08-31,132,145,6,87.25,3199.45,0.21,0.17,Debit Card,"713 Brooke Field Apt. 549
Evanstown, MD 35030",2021-07-25,Pending
647,2022-01-17,851,47,11,150.42,2109.23,0.26,0.0,Credit Card,"8057 Robinson Ville
Jamesshire, WV 30341",2023-11-09,Pending
648,2021-01-05,896,155,16,229.38,9293.41,0.03,0.08,Online Payment,"USS Johnson
FPO AP 54433",2020-04-11,Shipped
649,2021-08-13,985,2,18,108.3,9823.8,0.13,0.03,Debit Card,"2624 Flores Avenue Suite 895
New Christina, DE 11443",2022-10-12,Shipped
650,2022-06-01,804,179,14,187.12,5425.07,0.24,0.09,Debit Card,"USNV Atkins
FPO AE 18734",2021-11-16,Delivered
651,2022-01-21,542,13,19,170.29,3401.35,0.29,0.16,Credit Card,"USNV Rogers
FPO AA 36037",2021-12-28,Shipped
652,2020-10-16,677,169,19,220.67,9067.53,0.23,0.11,Credit Card,"185 Stephens Parkway Suite 859
Zacharytown, HI 10333",2021-02-18,Shipped
653,2022-02-13,863,188,8,461.97,8558.96,0.26,0.17,Cash,"714 Michael Burgs
Grayville, ID 30552",2022-08-17,Pending
654,2021-11-25,806,123,10,256.5,4604.79,0.2,0.1,Credit Card,"2676 Evans Ferry
Brownburgh, PA 56748",2021-08-31,Pending
655,2022-12-06,369,102,16,164.45,7670.7,0.29,0.08,Cash,"076 Morgan Dam Apt. 474
Rogerland, IL 81904",2023-12-21,Delivered
656,2020-04-28,971,182,11,135.54,4887.98,0.03,0.15,Cash,"11611 Scott Rapid Apt. 890
Wilsonfort, NV 12992",2021-10-04,Cancelled
657,2023-01-07,759,171,13,336.41,2564.84,0.11,0.01,Debit Card,"80906 Jared Land
Louisbury, TN 81553",2023-12-05,Shipped
658,2023-12-04,512,46,4,383.74,640.92,0.01,0.1,Online Payment,"46607 William Forges Suite 244
Meyermouth, IN 98580",2020-01-22,Cancelled
659,2022-11-03,152,194,2,62.62,8796.24,0.23,0.19,Debit Card,"112 Christine Cliffs Suite 325
Lake Joshuafurt, NJ 64277",2023-10-21,Cancelled
660,2021-03-08,726,13,15,300.4,1161.48,0.24,0.12,Debit Card,"337 Wong Harbor Suite 473
Bradleybury, ID 40191",2023-03-16,Cancelled
661,2021-06-04,946,141,11,459.49,2553.14,0.11,0.04,Debit Card,"0117 Donald Ways Apt. 701
Gibbstown, MO 71634",2021-04-30,Delivered
662,2022-02-18,905,116,17,89.56,4783.55,0.07,0.11,Credit Card,"593 Galvan Cape
Aaronmouth, MS 14757",2021-10-21,Delivered
663,2021-05-30,242,36,13,471.22,5733.32,0.02,0.14,Debit Card,"39253 Debbie Burgs
Lake Derrickmouth, TN 59771",2020-11-06,Pending
664,2021-01-04,414,95,18,205.46,2640.21,0.29,0.05,Cash,"731 Fowler Highway Suite 182
Sandraside, CO 40238",2021-11-09,Pending
665,2022-03-02,492,134,9,97.88,4935.55,0.29,0.14,Cash,"1774 Nicholas Ways
Cranemouth, MI 15571",2021-01-18,Cancelled
666,2021-02-11,178,181,12,295.63,6785.4,0.25,0.18,Credit Card,"3591 Kathleen Fords
North Josephshire, HI 36069",2021-01-05,Cancelled
667,2023-01-27,489,135,1,491.96,5143.1,0.07,0.08,Cash,"124 Sweeney Lodge Apt. 878
East Dennis, IN 90578",2022-11-27,Pending
668,2022-03-14,780,185,14,486.13,9215.32,0.22,0.07,Debit Card,"32465 Angie Street Suite 818
East Josephfurt, OR 13479",2020-08-03,Cancelled
669,2021-12-29,813,158,10,68.98,8979.12,0.23,0.09,Online Payment,"731 David Flat Apt. 480
North Ronald, PA 06475",2023-03-07,Shipped
670,2023-06-10,554,173,12,407.33,9966.95,0.12,0.1,Credit Card,"882 Kathleen Avenue Apt. 496
East Rodneytown, WA 96509",2021-10-27,Shipped
671,2021-12-22,954,95,8,46.16,487.45,0.15,0.05,Debit Card,"5947 Matthews Estates
Paulfort, ME 74410",2020-04-20,Shipped
672,2023-11-12,406,84,2,241.95,411.77,0.21,0.16,Online Payment,"Unit 1024 Box 9715
DPO AP 55818",2021-11-30,Shipped
673,2022-03-12,277,61,2,188.6,1233.69,0.14,0.03,Cash,"782 Palmer Well Apt. 946
South Mark, DE 48176",2020-04-15,Pending
674,2021-10-19,604,65,13,198.78,1035.32,0.19,0.06,Credit Card,"92955 Tracy Street Apt. 708
Jonesbury, RI 85201",2022-05-15,Delivered
675,2022-08-05,132,28,7,35.17,3399.43,0.05,0.17,Online Payment,"496 Wilson Run Suite 876
Jenniferburgh, MN 55447",2021-01-21,Delivered
676,2023-10-30,273,85,9,239.79,7303.55,0.13,0.04,Online Payment,"6168 Wright Mews Suite 227
East Johnburgh, NH 74770",2020-04-23,Cancelled
677,2021-08-12,442,118,10,160.01,558.85,0.21,0.1,Cash,"59952 Shelton Points Apt. 876
Robertchester, GA 72556",2023-11-01,Cancelled
678,2022-02-27,96,108,13,411.82,1324.69,0.22,0.01,Debit Card,"93330 Annette Common
East Hollychester, IA 64735",2023-05-27,Cancelled
679,2020-10-28,388,75,7,50.45,8335.05,0.14,0.19,Online Payment,"105 Brown Brook Suite 997
Brownburgh, IL 67469",2020-12-03,Pending
680,2023-06-03,343,66,5,80.36,8722.57,0.12,0.17,Cash,"061 Christopher Stream Apt. 633
Lake Scott, TX 42432",2022-04-24,Cancelled
681,2020-04-12,938,115,2,478.02,5822.51,0.29,0.1,Online Payment,"2180 Barnes Shoal Apt. 986
South Michael, ME 09025",2020-04-25,Shipped
682,2021-09-14,332,50,17,119.21,8395.97,0.29,0.18,Credit Card,"311 Owen Stravenue
Danielfort, AL 61577",2023-07-27,Cancelled
683,2023-11-21,707,138,6,266.94,2573.15,0.12,0.14,Cash,"234 Johnson Orchard
Larrybury, AZ 82695",2022-03-11,Delivered
684,2021-05-09,436,106,13,170.5,8886.34,0.28,0.06,Online Payment,"4339 Hanson Island Apt. 173
West Allenside, IL 31650",2022-04-26,Cancelled
685,2022-06-20,62,166,9,153.05,3329.1,0.17,0.17,Cash,"377 Solis Camp
Lake Alexander, AZ 33477",2023-01-01,Delivered
686,2021-06-18,489,86,18,129.0,2918.64,0.24,0.09,Credit Card,"7494 Shaffer Common Apt. 572
Lake Ritaton, MO 48652",2020-11-01,Cancelled
687,2020-08-12,768,197,2,337.51,2439.94,0.28,0.09,Credit Card,"6656 Hunter Circles
South Sarahmouth, PA 69223",2023-02-01,Pending
688,2023-06-18,783,76,16,217.57,3209.06,0.1,0.18,Cash,"9502 Laura View Apt. 397
East Samanthaburgh, NC 66404",2022-05-20,Delivered
689,2023-09-04,731,194,20,35.28,2883.46,0.27,0.02,Debit Card,"PSC 6402, Box 8516
APO AP 95138",2022-05-31,Cancelled
690,2020-08-17,807,19,13,167.63,1336.68,0.23,0.18,Cash,"2765 Felicia Lights
Sandrahaven, IA 52864",2022-12-15,Cancelled
691,2021-10-12,468,133,19,108.61,7385.62,0.21,0.06,Debit Card,"7894 Melissa Common Suite 388
Port Teresa, WI 26846",2023-08-11,Cancelled
692,2022-05-07,359,113,12,253.0,6795.77,0.03,0.17,Credit Card,"Unit 3702 Box 2762
DPO AA 47851",2021-05-25,Shipped
693,2022-11-28,777,193,5,137.77,1737.02,0.22,0.06,Credit Card,"1141 Carr Canyon
Port Nicholashaven, AK 36709",2022-07-11,Shipped
694,2021-06-24,483,170,16,117.38,1309.56,0.27,0.02,Cash,"8256 Lisa Hills
New Anthonyside, SC 68268",2022-12-12,Delivered
695,2020-09-05,939,200,14,373.98,1106.29,0.06,0.09,Debit Card,"002 Mullins Forges Suite 887
East Joyceburgh, NM 12185",2021-12-29,Cancelled
696,2023-09-19,190,53,4,487.7,7672.91,0.08,0.14,Online Payment,"959 Luna Drives Suite 446
Joneshaven, VT 37303",2020-05-29,Pending
697,2021-12-09,75,126,13,433.33,6807.56,0.29,0.04,Online Payment,"836 Weber Junctions Suite 158
North Deniseville, MA 15935",2023-05-02,Pending
698,2023-05-30,831,6,16,265.22,2071.27,0.1,0.06,Debit Card,"26682 Oconnor Road Apt. 036
North Brandiside, NH 28162",2021-04-02,Pending
699,2021-02-08,314,40,20,372.43,3497.43,0.06,0.19,Online Payment,"2868 Marquez Forks
North Petermouth, PA 65283",2023-06-10,Cancelled
700,2021-03-12,492,126,5,411.87,6668.68,0.19,0.17,Credit Card,"941 Walsh Points
Kelleyport, VA 14457",2020-07-13,Pending
701,2021-12-06,825,93,8,321.96,5350.79,0.28,0.1,Online Payment,"05828 Scott Lock
Michellefort, ME 95518",2020-07-19,Pending
702,2023-07-18,538,81,20,109.81,2637.22,0.03,0.03,Debit Card,"254 Case Hollow
East Elizabethborough, WI 55577",2020-06-14,Pending
703,2020-04-17,566,23,12,253.79,5203.48,0.18,0.0,Debit Card,"5374 Stanley Locks Apt. 786
Fischertown, MN 30300",2020-12-25,Shipped
704,2022-08-22,680,37,5,17.0,4313.51,0.11,0.07,Credit Card,"50257 David Dam
North Stevenport, AK 33467",2020-03-01,Shipped
705,2022-05-10,117,10,13,132.47,5654.02,0.14,0.02,Credit Card,"42191 Gallagher Keys Suite 828
Lake Jamesland, ND 56469",2020-06-01,Cancelled
706,2020-07-05,827,68,2,135.87,7420.02,0.21,0.04,Online Payment,"297 Wright Neck Apt. 764
Savannahtown, TX 75126",2020-12-26,Shipped
707,2020-10-27,613,78,3,494.82,3343.03,0.22,0.08,Cash,"5798 Payne Neck
East Jacquelinestad, NM 63994",2022-07-12,Delivered
708,2021-09-19,387,64,13,326.44,119.51,0.22,0.0,Cash,"6507 Dalton Valley
West Maryside, NJ 46634",2022-05-09,Delivered
709,2022-03-10,31,55,1,145.86,2397.81,0.16,0.14,Cash,"282 Moore Parkway Apt. 078
Hartfurt, MO 62214",2020-04-25,Pending
710,2020-06-09,806,82,2,55.55,37.52,0.2,0.16,Debit Card,"8683 Russell Lock
Charlesbury, DC 99381",2023-02-27,Cancelled
711,2022-06-21,641,49,12,160.99,2766.55,0.2,0.15,Cash,"30835 Kirk Circles
North Janiceburgh, MD 68048",2022-05-26,Shipped
712,2023-12-27,996,36,2,440.2,6870.18,0.24,0.12,Cash,"66982 David Garden
East Michelleshire, LA 85494",2020-03-03,Delivered
713,2020-11-30,364,146,14,396.28,6550.65,0.26,0.04,Online Payment,"80874 Parker Course Suite 693
Lake Jonathan, GA 07398",2023-02-18,Cancelled
714,2020-01-12,10,189,3,294.77,972.66,0.09,0.12,Debit Card,"49399 Alexandra Way Apt. 433
Lake Williamland, KY 39488",2022-04-22,Shipped
715,2021-03-14,534,198,8,204.99,1459.95,0.14,0.02,Credit Card,"81323 Vincent Wells Suite 855
North David, MA 11228",2022-10-17,Cancelled
716,2022-02-17,215,77,5,157.59,5615.34,0.09,0.07,Cash,"77261 Thomas Views Suite 511
New Mirandamouth, MD 87178",2023-12-28,Shipped
717,2023-04-20,592,19,16,421.8,88.33,0.06,0.1,Debit Card,"577 Destiny Villages Apt. 469
South Danielchester, NH 34316",2023-02-10,Pending
718,2022-02-05,820,40,3,219.88,9659.77,0.07,0.03,Cash,"81999 Michelle Greens Suite 474
Lake Tonyborough, ND 04243",2022-10-29,Delivered
719,2020-06-13,537,148,6,84.81,7903.7,0.16,0.16,Cash,"992 Tom Road Apt. 401
Hortonmouth, AK 72214",2021-11-30,Delivered
720,2022-01-13,331,187,8,316.47,5423.9,0.18,0.07,Credit Card,"2379 Ricky Village Suite 012
Lake Raymond, CT 24739",2022-04-27,Shipped
721,2020-07-07,446,105,9,134.23,299.93,0.15,0.2,Cash,"428 Torres Land Apt. 315
Davidfurt, DC 74909",2023-12-05,Pending
722,2023-12-03,561,114,4,462.75,7804.32,0.22,0.19,Debit Card,"80282 Victoria Streets
Murraytown, NY 70135",2023-03-11,Pending
723,2021-11-02,720,97,3,141.19,3623.86,0.27,0.11,Credit Card,"2392 Bell Turnpike Apt. 716
Collinstown, WV 10974",2022-06-23,Delivered
724,2021-11-10,131,62,12,184.56,8325.86,0.02,0.19,Online Payment,"24727 Clark Plains Apt. 771
Port Marcusport, NJ 38090",2022-04-26,Pending
725,2023-02-27,191,14,5,79.45,8530.39,0.15,0.05,Online Payment,"020 Gray Meadow
Keithport, MD 78741",2021-10-16,Cancelled
726,2020-10-12,512,3,5,121.84,5316.23,0.04,0.14,Debit Card,"41275 Joshua Passage Suite 349
Lake Carmen, OH 44575",2023-11-05,Delivered
727,2020-04-18,292,47,4,318.71,4318.14,0.11,0.06,Cash,"2545 Sherry Tunnel Apt. 356
East Brooke, GA 51070",2023-03-26,Cancelled
728,2021-11-18,476,105,7,307.44,1958.62,0.09,0.11,Cash,"64999 William Lodge
Raymouth, OH 34870",2020-03-09,Shipped
